service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,fromFile,day,stop_name,delay_mins
2021-12-10,64,Inbound,53906794,2231,kndl,5,Endpoint,Schedule,1900-01-01T19:42:00Z,1900-01-01T19:44:04Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,2.07
2021-12-10,64,Inbound,53906804,1214,oaksq,1,Startpoint,Schedule,1900-01-01T20:35:00Z,1900-01-01T20:34:47Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-0.22
2021-12-10,64,Inbound,53906804,1110,union,2,Midpoint,Schedule,1900-01-01T20:44:00Z,1900-01-01T20:44:26Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,N Beacon St @ Cambridge St,0.43
2021-12-10,64,Inbound,53906804,1116,alrmp,3,Midpoint,Schedule,1900-01-01T20:50:00Z,1900-01-01T20:50:04Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Mass Pike Exit,0.07
2021-12-10,64,Inbound,53906804,1059,cntsq,4,Midpoint,Schedule,1900-01-01T20:57:00Z,1900-01-01T20:53:28Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,River St @ Green St,-3.53
2021-12-10,64,Inbound,53906804,2231,kndl,5,Endpoint,Schedule,1900-01-01T21:08:00Z,1900-01-01T21:01:38Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,-6.37
2021-12-10,64,Inbound,53906806,1214,oaksq,1,Startpoint,Schedule,1900-01-01T22:01:00Z,1900-01-01T22:00:40Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-0.33
2021-12-10,64,Inbound,53906806,1110,union,2,Midpoint,Schedule,1900-01-01T22:09:00Z,1900-01-01T22:11:02Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,N Beacon St @ Cambridge St,2.03
2021-12-10,64,Inbound,53906806,1116,alrmp,3,Midpoint,Schedule,1900-01-01T22:14:00Z,1900-01-01T22:16:23Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Mass Pike Exit,2.38
2021-12-10,64,Inbound,53906806,1059,cntsq,4,Midpoint,Schedule,1900-01-01T22:20:00Z,1900-01-01T22:18:58Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,River St @ Green St,-1.03
2021-12-10,64,Inbound,53906806,2231,kndl,5,Endpoint,Schedule,1900-01-01T22:31:00Z,1900-01-01T22:26:46Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,-4.23
2021-12-10,64,Inbound,53906813,1214,oaksq,1,Startpoint,Schedule,1900-01-01T23:13:00Z,1900-01-01T23:13:00Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,0
2021-12-10,64,Inbound,53906813,1110,union,2,Midpoint,Schedule,1900-01-01T23:21:00Z,1900-01-01T23:19:39Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,N Beacon St @ Cambridge St,-1.35
2021-12-10,64,Inbound,53906813,1116,alrmp,3,Midpoint,Schedule,1900-01-01T23:26:00Z,1900-01-01T23:21:46Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Mass Pike Exit,-4.23
2021-12-10,64,Inbound,53906813,1059,cntsq,4,Midpoint,Schedule,1900-01-01T23:32:00Z,1900-01-01T23:24:50Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,River St @ Green St,-7.17
2021-12-10,64,Inbound,53906813,2231,kndl,5,Endpoint,Schedule,1900-01-01T23:43:00Z,1900-01-01T23:31:29Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,-11.52
2021-12-10,64,Inbound,53906815,1214,oaksq,1,Startpoint,Schedule,1900-01-02T00:26:00Z,1900-01-02T00:25:50Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-0.17
2021-12-10,64,Inbound,53906815,1110,union,2,Midpoint,Schedule,1900-01-02T00:33:00Z,1900-01-02T00:31:19Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,N Beacon St @ Cambridge St,-1.68
2021-12-10,64,Inbound,53906815,1116,alrmp,3,Midpoint,Schedule,1900-01-02T00:36:00Z,1900-01-02T00:36:40Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Mass Pike Exit,0.67
2021-12-10,64,Inbound,53906815,1059,cntsq,4,Midpoint,Schedule,1900-01-02T00:44:00Z,1900-01-02T00:38:54Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,River St @ Green St,-5.1
2021-12-10,64,Inbound,53906815,2231,kndl,5,Endpoint,Schedule,1900-01-02T00:55:00Z,1900-01-02T00:46:02Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,-8.97
2021-12-10,64,Outbound,53906772,2231,kndl,1,Startpoint,Schedule,1900-01-01T06:06:00Z,1900-01-01T06:06:42Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,0.7
2021-12-10,64,Outbound,53906772,2444,cntsq,2,Midpoint,Schedule,1900-01-01T06:14:00Z,1900-01-01T06:15:12Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,1.2
2021-12-10,64,Outbound,53906772,1190,alrmp,3,Midpoint,Schedule,1900-01-01T06:18:00Z,1900-01-01T06:21:09Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,3.15
2021-12-10,64,Outbound,53906772,1195,union,4,Midpoint,Schedule,1900-01-01T06:20:00Z,1900-01-01T06:24:47Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,4.78
2021-12-10,64,Outbound,53906780,2231,kndl,1,Startpoint,Schedule,1900-01-01T06:35:00Z,1900-01-01T06:35:09Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,0.15
2021-12-10,64,Outbound,53906772,1214,oaksq,5,Endpoint,Schedule,1900-01-01T06:36:00Z,1900-01-01T06:38:35Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,2.58
2021-12-10,64,Outbound,53906780,2444,cntsq,2,Midpoint,Schedule,1900-01-01T06:43:00Z,1900-01-01T06:42:18Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,-0.7
2021-12-10,64,Outbound,53906780,1190,alrmp,3,Midpoint,Schedule,1900-01-01T06:47:00Z,1900-01-01T06:46:04Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,-0.93
2021-12-10,64,Outbound,53906780,1195,union,4,Midpoint,Schedule,1900-01-01T06:49:00Z,1900-01-01T06:48:30Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,-0.5
2021-12-10,64,Outbound,53906788,2231,kndl,1,Startpoint,Schedule,1900-01-01T07:03:00Z,1900-01-01T07:03:12Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,0.2
2021-12-10,64,Outbound,53906780,1214,oaksq,5,Endpoint,Schedule,1900-01-01T07:06:00Z,1900-01-01T07:02:37Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-3.38
2021-12-10,64,Outbound,53906788,2444,cntsq,2,Midpoint,Schedule,1900-01-01T07:11:00Z,1900-01-01T07:12:03Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,1.05
2021-12-10,64,Outbound,53906788,1190,alrmp,3,Midpoint,Schedule,1900-01-01T07:17:00Z,1900-01-01T07:17:18Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,0.3
2021-12-10,64,Outbound,53906788,1195,union,4,Midpoint,Schedule,1900-01-01T07:21:00Z,1900-01-01T07:19:59Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,-1.02
2021-12-10,64,Outbound,53906774,2231,kndl,1,Startpoint,Schedule,1900-01-01T07:29:00Z,1900-01-01T07:29:39Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,0.65
2021-12-10,64,Outbound,53906774,2444,cntsq,2,Midpoint,Schedule,1900-01-01T07:37:00Z,1900-01-01T07:41:09Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,4.15
2021-12-10,64,Outbound,53906788,1214,oaksq,5,Endpoint,Schedule,1900-01-01T07:39:00Z,1900-01-01T07:31:08Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-7.87
2021-12-10,64,Outbound,53906774,1190,alrmp,3,Midpoint,Schedule,1900-01-01T07:43:00Z,1900-01-01T07:48:13Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,5.22
2021-12-10,64,Outbound,53906774,1195,union,4,Midpoint,Schedule,1900-01-01T07:47:00Z,1900-01-01T07:53:19Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,6.32
2021-12-10,64,Outbound,53906777,2231,kndl,1,Startpoint,Schedule,1900-01-01T07:49:00Z,1900-01-01T07:50:10Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,1.17
2021-12-10,64,Outbound,53906777,2444,cntsq,2,Midpoint,Schedule,1900-01-01T07:57:00Z,1900-01-01T08:00:03Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,3.05
2021-12-10,64,Outbound,53906777,1190,alrmp,3,Midpoint,Schedule,1900-01-01T08:02:00Z,1900-01-01T08:07:28Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,5.47
2021-12-10,64,Outbound,53906774,1214,oaksq,5,Endpoint,Schedule,1900-01-01T08:05:00Z,1900-01-01T08:05:42Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,0.7
2021-12-10,64,Outbound,53906777,1195,union,4,Midpoint,Schedule,1900-01-01T08:07:00Z,1900-01-01T08:11:45Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,4.75
2021-12-10,64,Outbound,53906782,2231,kndl,1,Startpoint,Schedule,1900-01-01T08:18:00Z,,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,
2021-12-10,64,Outbound,53906777,1214,oaksq,5,Endpoint,Schedule,1900-01-01T08:26:00Z,1900-01-01T08:25:20Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-0.67
2021-12-10,64,Outbound,53906782,2444,cntsq,2,Midpoint,Schedule,1900-01-01T08:29:00Z,1900-01-01T08:31:57Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,2.95
2021-12-10,64,Outbound,53906782,1190,alrmp,3,Midpoint,Schedule,1900-01-01T08:34:00Z,1900-01-01T08:37:36Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,3.6
2021-12-10,64,Outbound,53906782,1195,union,4,Midpoint,Schedule,1900-01-01T08:39:00Z,1900-01-01T08:39:42Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,0.7
2021-12-10,64,Outbound,53906785,2231,kndl,1,Startpoint,Schedule,1900-01-01T08:45:00Z,1900-01-01T08:46:12Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,1.2
2021-12-10,64,Outbound,53906785,2444,cntsq,2,Midpoint,Schedule,1900-01-01T08:56:00Z,1900-01-01T08:58:38Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,2.63
2021-12-10,64,Outbound,53906782,1214,oaksq,5,Endpoint,Schedule,1900-01-01T08:58:00Z,1900-01-01T08:51:55Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-6.08
2021-12-10,64,Outbound,53906785,1190,alrmp,3,Midpoint,Schedule,1900-01-01T09:01:00Z,1900-01-01T09:05:25Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,4.42
2021-12-10,64,Outbound,53906785,1195,union,4,Midpoint,Schedule,1900-01-01T09:06:00Z,1900-01-01T09:09:49Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,3.82
2021-12-10,64,Outbound,53906785,1214,oaksq,5,Endpoint,Schedule,1900-01-01T09:25:00Z,1900-01-01T09:23:45Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-1.25
2021-12-10,64,Outbound,53907063,2231,kndl,1,Startpoint,Schedule,1900-01-01T09:32:00Z,1900-01-01T09:33:40Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,1.67
2021-12-10,64,Outbound,53907063,2444,cntsq,2,Midpoint,Schedule,1900-01-01T09:42:00Z,1900-01-01T09:45:41Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,3.68
2021-12-10,64,Outbound,53907063,1190,alrmp,3,Midpoint,Schedule,1900-01-01T09:47:00Z,1900-01-01T09:51:45Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,4.75
2021-12-10,64,Outbound,53907063,1195,union,4,Midpoint,Schedule,1900-01-01T09:52:00Z,1900-01-01T09:55:53Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,3.88
2021-12-10,64,Outbound,53907063,1214,oaksq,5,Endpoint,Schedule,1900-01-01T10:11:00Z,1900-01-01T10:09:20Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-1.67
2021-12-10,64,Outbound,53907623,2231,kndl,1,Startpoint,Schedule,1900-01-01T10:19:00Z,1900-01-01T10:19:27Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,0.45
2021-12-10,64,Outbound,53907623,2444,cntsq,2,Midpoint,Schedule,1900-01-01T10:29:00Z,1900-01-01T10:29:15Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,0.25
2021-12-10,64,Outbound,53907623,1190,alrmp,3,Midpoint,Schedule,1900-01-01T10:34:00Z,1900-01-01T10:35:28Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,1.47
2021-12-10,64,Outbound,53907623,1195,union,4,Midpoint,Schedule,1900-01-01T10:39:00Z,1900-01-01T10:37:34Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,-1.43
2021-12-10,64,Outbound,53907623,1214,oaksq,5,Endpoint,Schedule,1900-01-01T10:58:00Z,1900-01-01T10:50:20Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-7.67
2021-12-10,64,Outbound,53907065,2231,kndl,1,Startpoint,Schedule,1900-01-01T11:06:00Z,1900-01-01T11:06:11Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,0.18
2021-12-10,64,Outbound,53907065,2444,cntsq,2,Midpoint,Schedule,1900-01-01T11:16:00Z,1900-01-01T11:15:57Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,-0.05
2021-12-10,64,Outbound,53907065,1190,alrmp,3,Midpoint,Schedule,1900-01-01T11:21:00Z,1900-01-01T11:23:14Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,2.23
2021-12-10,64,Outbound,53907065,1195,union,4,Midpoint,Schedule,1900-01-01T11:26:00Z,1900-01-01T11:26:21Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,0.35
2021-12-10,64,Outbound,53907065,1214,oaksq,5,Endpoint,Schedule,1900-01-01T11:45:00Z,1900-01-01T11:41:13Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-3.78
2021-12-10,64,Outbound,53907625,2231,kndl,1,Startpoint,Schedule,1900-01-01T11:51:00Z,1900-01-01T11:51:05Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,0.08
2021-12-10,64,Outbound,53907625,2444,cntsq,2,Midpoint,Schedule,1900-01-01T12:01:00Z,1900-01-01T12:01:46Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,0.77
2021-12-10,64,Outbound,53907625,1190,alrmp,3,Midpoint,Schedule,1900-01-01T12:06:00Z,1900-01-01T12:07:07Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,1.12
2021-12-10,64,Outbound,53907625,1195,union,4,Midpoint,Schedule,1900-01-01T12:11:00Z,1900-01-01T12:09:34Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,-1.43
2021-12-10,64,Outbound,53907625,1214,oaksq,5,Endpoint,Schedule,1900-01-01T12:30:00Z,1900-01-01T12:22:49Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-7.18
2021-12-10,64,Outbound,53906817,2231,kndl,1,Startpoint,Schedule,1900-01-01T12:36:00Z,1900-01-01T12:36:54Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,0.9
2021-12-10,64,Outbound,53906817,2444,cntsq,2,Midpoint,Schedule,1900-01-01T12:46:00Z,1900-01-01T12:49:15Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,3.25
2021-12-10,64,Outbound,53906817,1190,alrmp,3,Midpoint,Schedule,1900-01-01T12:51:00Z,1900-01-01T12:53:53Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,2.88
2021-12-10,64,Outbound,53906817,1195,union,4,Midpoint,Schedule,1900-01-01T12:56:00Z,1900-01-01T12:57:43Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,1.72
2021-12-10,64,Outbound,53906817,1214,oaksq,5,Endpoint,Schedule,1900-01-01T13:15:00Z,1900-01-01T13:10:31Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-4.48
2021-12-10,64,Outbound,53906823,2231,kndl,1,Startpoint,Schedule,1900-01-01T13:21:00Z,1900-01-01T13:28:34Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,7.57
2021-12-10,64,Outbound,53906823,2444,cntsq,2,Midpoint,Schedule,1900-01-01T13:31:00Z,1900-01-01T13:39:27Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,8.45
2021-12-10,64,Outbound,53906823,1190,alrmp,3,Midpoint,Schedule,1900-01-01T13:36:00Z,1900-01-01T13:47:46Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,11.77
2021-12-10,64,Outbound,53906823,1195,union,4,Midpoint,Schedule,1900-01-01T13:41:00Z,1900-01-01T13:51:31Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,10.52
2021-12-10,64,Outbound,53906823,1214,oaksq,5,Endpoint,Schedule,1900-01-01T14:00:00Z,1900-01-01T14:05:12Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,5.2
2021-12-10,64,Outbound,53906819,2231,kndl,1,Startpoint,Schedule,1900-01-01T14:06:00Z,1900-01-01T14:05:56Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,-0.07
2021-12-10,64,Outbound,53906819,2444,cntsq,2,Midpoint,Schedule,1900-01-01T14:16:00Z,1900-01-01T14:19:39Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,3.65
2021-12-10,64,Outbound,53906819,1190,alrmp,3,Midpoint,Schedule,1900-01-01T14:21:00Z,1900-01-01T14:29:24Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,8.4
2021-12-10,64,Outbound,53906819,1195,union,4,Midpoint,Schedule,1900-01-01T14:26:00Z,1900-01-01T14:33:16Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,7.27
2021-12-10,64,Outbound,53906819,1214,oaksq,5,Endpoint,Schedule,1900-01-01T14:45:00Z,1900-01-01T14:46:20Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,1.33
2021-12-10,64,Outbound,53906825,2231,kndl,1,Startpoint,Schedule,1900-01-01T14:51:00Z,1900-01-01T14:55:40Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,4.67
2021-12-10,64,Outbound,53906825,2444,cntsq,2,Midpoint,Schedule,1900-01-01T15:01:00Z,1900-01-01T15:08:43Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,7.72
2021-12-10,64,Outbound,53906825,1190,alrmp,3,Midpoint,Schedule,1900-01-01T15:06:00Z,1900-01-01T15:15:35Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,9.58
2021-12-10,64,Outbound,53906825,1195,union,4,Midpoint,Schedule,1900-01-01T15:11:00Z,1900-01-01T15:19:16Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,8.27
2021-12-10,64,Outbound,53906825,1214,oaksq,5,Endpoint,Schedule,1900-01-01T15:30:00Z,1900-01-01T15:34:36Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,4.6
2021-12-10,64,Outbound,53906821,2231,kndl,1,Startpoint,Schedule,1900-01-01T15:36:00Z,1900-01-01T15:35:23Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,-0.62
2021-12-10,64,Outbound,53906821,2444,cntsq,2,Midpoint,Schedule,1900-01-01T15:46:00Z,1900-01-01T15:47:06Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,1.1
2021-12-10,64,Outbound,53906821,1190,alrmp,3,Midpoint,Schedule,1900-01-01T15:51:00Z,1900-01-01T15:52:54Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,1.9
2021-12-10,64,Outbound,53906821,1195,union,4,Midpoint,Schedule,1900-01-01T15:56:00Z,1900-01-01T15:58:44Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,2.73
2021-12-10,64,Outbound,53906791,2231,kndl,1,Startpoint,Schedule,1900-01-01T16:05:00Z,1900-01-01T16:05:47Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,0.78
2021-12-10,64,Outbound,53906821,1214,oaksq,5,Endpoint,Schedule,1900-01-01T16:19:00Z,1900-01-01T16:14:52Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-4.13
2021-12-10,64,Outbound,53906791,2444,cntsq,2,Midpoint,Schedule,1900-01-01T16:20:00Z,1900-01-01T16:21:33Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,1.55
2021-12-10,64,Outbound,53906791,1190,alrmp,3,Midpoint,Schedule,1900-01-01T16:27:00Z,1900-01-01T16:28:38Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,1.63
2021-12-10,64,Outbound,53906795,2231,kndl,1,Startpoint,Schedule,1900-01-01T16:35:00Z,1900-01-01T16:36:27Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,1.45
2021-12-10,64,Outbound,53906791,1195,union,4,Midpoint,Schedule,1900-01-01T16:36:00Z,1900-01-01T16:34:26Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,-1.57
2021-12-10,64,Outbound,53906795,2444,cntsq,2,Midpoint,Schedule,1900-01-01T16:50:00Z,1900-01-01T16:50:01Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,0.02
2021-12-10,64,Outbound,53906795,1190,alrmp,3,Midpoint,Schedule,1900-01-01T16:57:00Z,1900-01-01T16:56:50Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,-0.17
2021-12-10,64,Outbound,53906791,1214,oaksq,5,Endpoint,Schedule,1900-01-01T17:00:00Z,1900-01-01T16:56:38Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Faneuil St @ Oak Square,-3.37
2021-12-10,64,Outbound,53906795,1195,union,4,Midpoint,Schedule,1900-01-01T17:05:00Z,1900-01-01T17:02:52Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Emery Rd,-2.13
2021-12-10,64,Outbound,53906798,2231,kndl,1,Startpoint,Schedule,1900-01-01T17:05:00Z,1900-01-01T17:04:17Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Main St @ Kendall Station - Red Line,-0.72
2021-12-10,64,Outbound,53906798,2444,cntsq,2,Midpoint,Schedule,1900-01-01T17:24:00Z,1900-01-01T17:18:39Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Western Ave @ Green St,-5.35
2021-12-10,64,Outbound,53906798,1190,alrmp,3,Midpoint,Schedule,1900-01-01T17:29:00Z,1900-01-01T17:33:22Z,,,bus/MBTA-Bus-Arrival-Departure-Times_2021-12.csv,10,Cambridge St @ Seattle St,4.37
